video_id,start,end,bbox,fps,width,height,partition
GIrfNWed1Mk,11411,11696,1216-172-1687-642,24.0,1920,1080,test
aQsOmGflf1o,11747,11884,279-202-673-596,25.0,1920,1080,train
360bU-vBJOI,17243,17480,772-155-1238-620,24.0,1920,1080,test
xDKth-qS8Jk,6056,6206,1091-110-1564-583,25.0,1920,1080,train
CZNrOzgNWf4,8518,8650,712-71-1041-400,30.0,1280,720,train
O13KwsyDqeE,26321,26512,538-62-887-412,30.0,1280,720,train
i2l9v_seHCc,11649,11793,1120-178-1550-609,24.0,1920,1080,train
oGlsUYGMYks,4000,4134,374-73-718-417,24.0,1280,720,train
kSR8G8mfp84,10386,10553,371-44-708-382,24.0,1280,720,train
1g-1_Y3fvUg,8302,8433,952-95-1435-577,24.0,1920,1080,train
9RTkZaX1cH0,2602,2768,254-91-584-420,30.0,1280,720,train
3VTsIju1dLI,10817,11015,1054-94-1563-604,24.0,1920,1080,train
zbHe4RpgV80,26249,26379,377-194-752-570,30.0,1920,1080,test
ClfBxWPkBKU,15449,15598,172-43-514-385,30.0,1280,720,train
iFTWM7HV2UI,24229,24550,746-115-1233-602,24.0,1920,1080,train
TLZ6W-Nqv1I,3016,3387,1053-100-1536-583,25.0,1920,1080,train
-nKdufEaL8k,454,730,335-136-721-522,25.0,1920,1080,train
ERSZb2wHFDw,865,1129,780-178-1209-607,30.0,1920,1080,train
P2AUat93a8Q,20587,20761,601-61-923-383,24.0,1280,720,train
RKK7wGAYP6k,2345,2491,367-93-859-585,24.0,1920,1080,train
sNQfoYm3WI0,1946,2147,1230-169-1649-588,25.0,1920,1080,train
DzNN_4rcIjs,9734,10104,496-51-824-378,25.0,1280,720,train
kdqUhTnAgJU,9444,9587,624-69-946-391,30.0,1280,720,train
lhP52caGW6s,835,1058,622-14-1007-398,25.0,1280,720,train
Ds_rzoyyfF0,10122,10297,581-49-945-414,24.0,1280,720,train
87qLWFZManA,10325,10469,1056-148-1532-623,24.0,1920,1080,train
B43f89Y9f-A,12764,12911,517-269-911-663,30.0,1920,1080,train
UxLRv0FEndM,4055,4197,766-168-1085-487,24.0,1280,720,train
Xb1Wq4NA290,5032,5283,1080-100-1528-547,24.0,1920,1080,train
GIrfNWed1Mk,6437,6574,1240-176-1706-643,24.0,1920,1080,test
1g-1_Y3fvUg,8445,8604,895-90-1395-589,24.0,1920,1080,train
HI7zfpitZpo,15101,15257,484-32-852-400,24.0,1280,720,train
iMFJef3xnmg,30251,30463,848-176-1329-656,30.0,1920,1080,train
GwRzjFQa_Og,17002,17601,623-71-1157-605,29.97,1920,1080,train
1AT5klu_yAQ,7902,8045,230-74-683-527,24.0,1920,1080,train
i2l9v_seHCc,15106,15294,1200-153-1626-579,24.0,1920,1080,train
kmbui1xF8DE,5890,6031,689-139-1207-656,25.0,1920,1080,train
a63t8r70QN0,21652,21817,209-266-548-604,30.0,1920,1080,train
6iM6M_7wBMc,1586,1872,1086-111-1577-602,24.0,1920,1080,train
HzAtOyw6ACw,13374,13694,954-133-1441-619,24.0,1920,1080,train
51k3UASQE5E,13143,13291,490-214-901-624,24.0,1920,1080,train
kLIfeGflNp8,17580,17740,800-53-1102-355,24.0,1280,720,train
iMFJef3xnmg,27492,27819,913-133-1433-653,30.0,1920,1080,train
PrUA8L40Dic,3009,3139,934-64-1488-618,24.0,1920,1080,train
EjSuaeVfE9I,17823,17953,585-70-893-376,25.0,1280,720,test
uTL9tm7S1Io,8277,8561,511-55-846-390,24.0,1280,720,train
BltRufe5kkI,2395,2555,684-215-1127-657,24.0,1920,1080,train
Ubbmje44gLg,9773,9946,947-165-1314-532,25.0,1920,1080,train
ER15KmrB8h8,643,799,753-73-1262-581,24.0,1920,1080,train
pyFcr2WcOyo,7334,7524,1132-247-1496-611,24.0,1920,1080,train
CXvUdCdKTJY,8503,8648,360-90-685-415,24.0,1280,720,train
yNhu0MG_2MA,12473,12938,639-80-1110-551,24.0,1920,1080,train
Juc_yvEkJuc,9008,9193,1091-36-1709-653,25.0,1920,1080,train
HI7zfpitZpo,6547,6782,307-43-661-398,24.0,1280,720,train
7G4WI4oTC5A,22837,23077,639-113-1201-675,30.0,1920,1080,train
y7l5QHRY_AI,6162,6621,446-58-800-412,24.0,1280,720,train
A2DzsgJSwcc,8903,9046,1118-96-1578-556,24.0,1920,1080,test
3zJHwOwirjA,6672,6829,1122-296-1522-696,24.0,1920,1080,train
4R3gFN8sUa8,1178,1328,1027-93-1527-593,24.0,1920,1080,train
eemOZfsrKdg,11777,11954,674-96-1094-517,25.0,1920,1080,train
08z_xW-szwM,12590,12788,687-270-1054-637,30.0,1920,1080,train
hU-aTB-heU0,1360,1503,581-109-1074-601,30.0,1920,1080,train
y7l5QHRY_AI,2159,2351,461-58-811-408,24.0,1280,720,train
_GMVTJ9ZKVc,5372,5533,423-38-776-390,30.0,1280,720,train
vQILP19qABk,2812,2959,517-85-869-436,30.0,1280,720,train
TLZ6W-Nqv1I,10662,10878,974-110-1410-545,25.0,1920,1080,train
-vqV-gHa2FE,6453,6717,451-69-814-432,24.0,1280,720,test
tFfYh9THuGo,14861,15017,305-129-738-562,24.0,1920,1080,train
77HUdJ7Tij0,8006,8207,1201-110-1651-558,25.0,1920,1080,train
cC0KxNeLp1E,2385,2543,311-67-648-404,24.0,1280,720,train
xHHb7R3kx40,17134,17281,803-94-1267-557,24.0,1920,1080,train
LnJwH_PZXnM,21765,22074,811-105-1370-663,25.0,1920,1080,train
ER15KmrB8h8,13352,13527,786-72-1298-584,24.0,1920,1080,train
aI8KiPiVLyY,14355,14839,479-67-862-451,24.0,1280,720,train
DhnBn_c9f8Q,5403,5589,979-135-1451-606,24.0,1920,1080,train
guXxy8LH2QM,8246,8417,757-157-1189-590,30.0,1920,1080,train
7Lc_dlVrg5M,23285,23413,751-36-1095-381,24.0,1280,720,train
eemOZfsrKdg,6510,6666,325-143-726-544,25.0,1920,1080,train
PJLT0cAPNfs,10075,10374,1120-175-1560-614,24.0,1920,1080,train
YUUP2MMz7PU,6534,7059,625-183-1040-598,24.0,1920,1080,train
2paoNvG5Nmo,44332,44592,737-203-1246-712,50.0,1920,1080,train
xv4_L5zlYaA,12043,12227,589-172-1029-613,24.0,1920,1080,train
oGlsUYGMYks,14723,14875,320-45-730-455,24.0,1280,720,train
51k3UASQE5E,6415,6658,498-200-931-633,24.0,1920,1080,train
cK74vhqzeeQ,2949,3251,454-59-772-377,25.0,1280,720,test
4E_1AB1rsSw,5649,5841,1222-109-1681-568,24.0,1920,1080,test
9alL95G293s,6729,6873,852-84-1400-632,25.0,1920,1080,train
xDKth-qS8Jk,20110,20478,1044-49-1607-612,25.0,1920,1080,train
pxEcvU0Vp_M,29640,29791,792-193-1114-515,30.0,1920,1080,train
iFTWM7HV2UI,7168,7474,722-99-1226-602,24.0,1920,1080,train
y7l5QHRY_AI,12051,12267,476-66-819-409,24.0,1280,720,train
5MuIMqhT8DM,3969,4099,877-81-1428-633,24.0,1920,1080,train
cK74vhqzeeQ,29350,29504,394-46-722-374,25.0,1280,720,test
501FEzbB1JI,4736,4965,310-89-647-424,30.0,1280,720,train
bWA1gvA5lxU,3611,3801,1160-99-1650-588,25.0,1920,1080,train
jr5mTwfFh00,2750,2896,676-174-1025-524,24.0,1920,1080,test
idfv7Lw4Y_s,5643,5856,834-85-1354-604,25.0,1920,1080,train
kBBmVezBUkg,2268,2413,649-46-1162-557,30.0,1920,1080,train
iMFJef3xnmg,16662,16900,839-179-1282-623,30.0,1920,1080,train
aQsOmGflf1o,16408,16602,285-212-664-589,25.0,1920,1080,train
FauPVZxDXxk,2089,2296,443-48-786-392,24.0,1280,720,train
9alL95G293s,10973,11104,481-279-872-670,25.0,1920,1080,train
IFpK-MqBD5E,8315,8444,393-218-786-610,24.0,1920,1080,train
gypAjPp6eps,3126,3378,246-80-618-452,24.0,1280,720,train
yNhu0MG_2MA,6577,7061,567-74-1030-535,24.0,1920,1080,train
pyFcr2WcOyo,5628,5991,1123-246-1493-617,24.0,1920,1080,train
oGlsUYGMYks,7305,7605,399-79-742-421,24.0,1280,720,train
rtcrqLWZr_0,8160,8422,704-93-1173-563,24.0,1920,1080,train
0R9zjn9BBvA,7885,8045,777-60-1294-577,24.0,1920,1080,test
fO2htapfNhA,7182,7362,624-56-1130-562,24.0,1920,1080,train
iqKYtA3pK1c,17050,17329,1123-150-1605-632,24.0,1920,1080,train
kdAs3UVgIGg,7967,8110,1299-166-1699-567,25.0,1920,1080,train
fO2htapfNhA,12416,12613,587-62-1096-571,24.0,1920,1080,train
5bXiuSrZUKg,5705,6042,412-59-786-432,30.0,1280,720,train
w8mToWb9NC8,2079,2372,888-166-1229-507,30.0,1920,1080,train
v9EKV2nSU8w,12312,12538,868-54-1458-644,24.0,1920,1080,train
S2H_8IfxzT4,5889,6017,253-45-613-406,24.0,1280,720,train
iB4MS1hsWXU,9870,10004,1294-127-1698-531,24.0,1920,1080,test
4CGFPbFqdJ4,5371,5499,749-89-1229-569,24.0,1920,1080,train
2Euof4PnjDk,10238,10431,761-119-1088-446,24.0,1280,720,train
HCgv_HNoJrY,17375,17606,675-71-1014-411,24.0,1280,720,train
501FEzbB1JI,8005,8205,246-86-585-425,30.0,1280,720,train
y7l5QHRY_AI,10228,10443,467-64-811-409,24.0,1280,720,train
GIrfNWed1Mk,13049,13340,1218-176-1695-653,24.0,1920,1080,test
eaCrsBtiYA4,13640,13820,1196-228-1567-598,24.0,1920,1080,train
CZNrOzgNWf4,8681,8822,722-18-1130-426,30.0,1280,720,train
idfv7Lw4Y_s,8604,8915,656-63-1237-643,25.0,1920,1080,train
5ErKrSyUpEo,28084,28318,312-19-926-632,24.0,1920,1080,train
360bU-vBJOI,4334,4656,745-174-1175-606,24.0,1920,1080,test
iMFJef3xnmg,9191,9506,730-167-1161-598,30.0,1920,1080,train
ER15KmrB8h8,4086,4362,724-60-1267-603,24.0,1920,1080,train
QijH4UAqGD8,314,467,304-38-909-643,24.0,1920,1080,train
RKK7wGAYP6k,3580,3754,348-99-826-578,24.0,1920,1080,train
jAw8t2g-eVU,3656,3975,560-89-1065-594,30.0,1920,1080,train
hU-aTB-heU0,11708,11916,763-92-1142-471,30.0,1920,1080,train
0R9zjn9BBvA,6194,6354,819-10-1445-635,24.0,1920,1080,test
51k3UASQE5E,2220,2365,538-219-930-611,24.0,1920,1080,train
lAzQWtkPzbI,4332,4625,497-38-804-344,25.0,1280,720,train
mLzTo-y8Ef0,9046,9327,1045-122-1549-625,24.0,1920,1080,train
6wNif5SlN08,19941,20104,808-107-1113-412,24.0,1280,720,train
P2AUat93a8Q,11367,11521,676-63-1000-388,24.0,1280,720,train
lEjegKJwI0M,4691,4896,909-159-1386-636,24.0,1920,1080,train
hiIcwt88o94,11365,11560,777-88-1086-397,24.0,1280,720,train
8Z24LCysq3A,10985,11156,440-46-788-393,25.0,1280,720,train
DOgsYATbV-s,7513,7678,630-79-956-405,24.0,1280,720,train
idfv7Lw4Y_s,10022,10476,727-104-1228-604,25.0,1920,1080,train
Jc9RdbHEFa0,10035,10186,266-73-624-431,24.0,1280,720,test
LiUClSItcy0,4099,4317,483-104-797-419,24.0,1280,720,test
QeIrdqU0o9s,1540,1710,428-76-746-394,24.0,1280,720,train
a63t8r70QN0,778,1084,945-242-1348-645,30.0,1920,1080,train
xDKth-qS8Jk,7409,7689,1021-86-1522-587,25.0,1920,1080,train
QeIrdqU0o9s,14577,14722,380-58-744-422,24.0,1280,720,train
P2AUat93a8Q,15177,15367,513-37-880-404,24.0,1280,720,train
2VBkDNzeRZM,8304,8487,442-86-964-609,24.0,1920,1080,train
r-YXvkWLy-g,2607,2908,328-116-821-609,24.0,1920,1080,train
ni4FV5zL6lM,1731,1884,282-54-650-422,24.0,1280,720,train
_2u_eHHzRto,15410,15606,744-44-1117-416,24.0,1280,720,test
9zC2Bc22QfA,5225,5435,751-104-1247-601,25.0,1920,1080,test
t0Cr64zCc38,5043,5193,1194-116-1640-563,24.0,1920,1080,train
jAw8t2g-eVU,11256,11542,572-88-1058-574,30.0,1920,1080,train
kBBmVezBUkg,2767,3311,614-90-1108-584,30.0,1920,1080,train
Juc_yvEkJuc,12276,12435,1141-57-1742-659,25.0,1920,1080,train
cZe3zcNoIKk,4909,5048,785-151-1247-613,25.0,1920,1080,train
kdqUhTnAgJU,9043,9203,649-67-980-398,30.0,1280,720,train
-2Dj9M71JAc,18345,18501,361-35-698-372,24.0,1280,720,train
uuatZO76MgQ,8004,8184,680-104-1166-590,30.0,1920,1080,train
77HUdJ7Tij0,18050,18284,1074-88-1571-586,25.0,1920,1080,train
2ju61VPdTzw,21558,21719,525-84-829-388,30.0,1280,720,train
ER15KmrB8h8,4364,4507,669-80-1178-588,24.0,1920,1080,train
KPNn880KWfU,1045,1186,516-60-842-385,25.0,1280,720,train
hn8N8p9P5gw,20293,20452,306-141-743-578,24.0,1920,1080,test
CstD6O95L-o,25087,25332,391-68-720-397,30.0,1280,720,train
B43f89Y9f-A,18832,19074,1099-264-1479-644,30.0,1920,1080,train
yNhu0MG_2MA,17140,17545,675-77-1144-547,24.0,1920,1080,train
5bXiuSrZUKg,18047,18212,314-60-659-406,30.0,1280,720,train
HCgv_HNoJrY,7885,8024,660-61-1014-414,24.0,1280,720,train
I3BJVaioX_k,23940,24085,746-80-1263-597,25.0,1920,1080,train
xHHb7R3kx40,12650,12856,813-97-1274-559,24.0,1920,1080,train
mgcjr1yz7ow,9089,9226,1162-53-1715-604,25.0,1920,1080,train
4zLmWpMDY8Q,17493,17716,252-232-616-596,24.0,1920,1080,train
jM9Q3xP2iBo,9779,10054,433-72-800-438,25.0,1280,720,train
08z_xW-szwM,2740,3248,666-243-1064-642,30.0,1920,1080,train
-eBUcBfkVCo,40827,40969,454-153-765-464,30.0,1280,720,train
3m6dV7Xo3Vc,2714,2899,703-119-1014-430,25.0,1280,720,train
pyFcr2WcOyo,3963,4272,1129-239-1507-616,24.0,1920,1080,train
_GMVTJ9ZKVc,24344,24566,497-36-872-412,30.0,1280,720,train
DzNN_4rcIjs,17737,18157,543-50-873-378,25.0,1280,720,train
yLfCCcVDUiU,19556,19778,860-249-1255-645,24.0,1920,1080,train
3-UcGCnJ14c,5226,5359,1154-172-1566-584,24.0,1920,1080,train
o_U-_akINwQ,16275,16443,381-299-783-701,25.0,1920,1080,test
bVV2Zk88beY,9085,9400,713-59-1049-393,30.0,1280,720,train
Sm5xF-UYgdg,28097,28227,660-90-978-407,25.0,1280,720,train
FhP0AfZdRZ4,1304,1544,1094-185-1509-600,30.0,1920,1080,train
501FEzbB1JI,474,620,236-54-590-408,30.0,1280,720,train
0B543Zkqq88,1501,1794,735-98-1282-645,25.0,1920,1080,train
g3vSYbT1Aco,15701,15837,543-106-1097-659,24.0,1920,1080,train
Cm1Ij-jRhpQ,17133,17334,909-62-1445-598,24.0,1920,1080,train
pyFcr2WcOyo,2005,2344,1132-242-1501-610,24.0,1920,1080,train
1AT5klu_yAQ,13348,13488,152-22-691-561,24.0,1920,1080,train
v9EKV2nSU8w,9175,9331,906-99-1408-601,24.0,1920,1080,train
oGlsUYGMYks,10988,11156,337-64-715-442,24.0,1280,720,train
PJLT0cAPNfs,3638,3858,1119-182-1548-612,24.0,1920,1080,train
_GMVTJ9ZKVc,5571,5763,539-45-895-400,30.0,1280,720,train
FDhlOovaGrI,6410,6567,323-41-704-422,24.0,1280,720,test
r-YXvkWLy-g,688,839,221-116-753-648,24.0,1920,1080,train
kaU7IPlg9PA,1305,1594,1196-131-1652-587,25.0,1920,1080,train
P5Mpo4JQZhw,14685,14882,518-64-827-373,24.0,1280,720,train
87ro2-kT7kQ,8970,9107,689-76-1030-417,25.0,1280,720,train
zamvnyBB-SU,2336,2555,1109-24-1663-578,24.0,1920,1080,train
Ubbmje44gLg,13378,13631,924-164-1297-537,25.0,1920,1080,train
tZYkjaKNr_o,11836,11994,333-44-670-383,25.0,1280,720,train
xDKth-qS8Jk,10004,10156,1004-57-1549-602,25.0,1920,1080,train
dsJWs6Z6eNs,8838,8983,963-125-1500-662,24.0,1920,1080,train
_ltDJynTduY,27641,27900,429-79-758-408,30.0,1280,720,test
4zLmWpMDY8Q,14283,14520,242-240-595-593,24.0,1920,1080,train
w8mToWb9NC8,22789,23007,809-162-1143-497,30.0,1920,1080,train
95ovIJ3dsNk,5138,5270,519-87-832-401,30.0,1280,720,train
J4r9pgx_95E,5979,6112,1076-100-1571-596,24.0,1920,1080,train
501FEzbB1JI,12496,12671,285-80-641-436,30.0,1280,720,train
IFpK-MqBD5E,6644,6818,162-135-543-515,24.0,1920,1080,train
4CGFPbFqdJ4,11593,11803,806-87-1288-569,24.0,1920,1080,train
5MuIMqhT8DM,17795,17936,1010-68-1574-633,24.0,1920,1080,train
y1yK36RMyRE,1835,2067,316-31-884-598,24.0,1920,1080,train
U51MSK6nSQE,294,547,1226-107-1680-561,24.0,1920,1080,train
5zWmdHmJMd0,11878,12059,285-76-825-616,24.0,1920,1080,train
WfTZ5iIUn4s,6178,6319,744-76-1052-384,24.0,1280,720,train
O13KwsyDqeE,16325,16461,521-65-838-382,30.0,1280,720,train
27lMmdmy-b8,2064,2457,408-48-804-445,30.0,1280,720,train
yNhu0MG_2MA,17959,18288,657-80-1126-547,24.0,1920,1080,train
cK74vhqzeeQ,8308,8505,493-62-810-377,25.0,1280,720,test
zORUUqJd81M,3809,3958,678-56-986-363,24.0,1280,720,train
t0Cr64zCc38,16243,16389,1037-133-1511-607,24.0,1920,1080,train
iB4MS1hsWXU,4613,4750,891-121-1358-587,24.0,1920,1080,test
t0Cr64zCc38,8533,8769,981-126-1482-627,24.0,1920,1080,train
lyR-K2CZIHQ,4879,5317,711-37-1095-421,24.0,1280,720,train
FVUkKKc3Vvk,1811,2180,178-111-662-594,24.0,1920,1080,train
501FEzbB1JI,17586,17749,262-75-630-443,30.0,1280,720,train
9alL95G293s,25918,26055,601-233-970-602,25.0,1920,1080,train
iMFJef3xnmg,15411,15590,831-190-1238-597,30.0,1920,1080,train
9EVEmZ2c_es,18671,19115,753-25-1127-398,30.0,1280,720,train
u08T3A7slkE,695,870,1111-62-1658-609,24.0,1920,1080,train
iw7nPE2jioU,16022,16209,680-167-1122-609,24.0,1920,1080,train
pyFcr2WcOyo,646,810,1108-210-1520-621,24.0,1920,1080,train
wxStlzunxCw,8846,8987,1005-166-1356-517,25.0,1920,1080,train
0B543Zkqq88,7553,7716,624-85-1160-621,25.0,1920,1080,train
ogCIqaCe2zI,5243,5379,1015-122-1507-614,24.0,1920,1080,test
oGlsUYGMYks,1542,1847,376-78-724-427,24.0,1280,720,train
FauPVZxDXxk,1387,1523,454-49-791-387,24.0,1280,720,train
kvdHqS3ryw0,14488,14788,1238-182-1651-594,24.0,1920,1080,train
CsECS5qsGLs,13979,14117,805-90-1132-417,25.0,1280,720,train
F2XPF6rQ6fs,9428,9592,905-78-1394-568,24.0,1920,1080,train
A2DzsgJSwcc,9831,10018,1145-62-1649-566,24.0,1920,1080,test
360bU-vBJOI,15956,16115,766-138-1264-635,24.0,1920,1080,test
XAcARiiK5uY,9289,9644,452-43-839-430,30.0,1280,720,train
-eBUcBfkVCo,41225,41363,429-149-739-460,30.0,1280,720,train
WfTZ5iIUn4s,3925,4057,581-49-913-381,24.0,1280,720,train
1fZ915L1w7I,16432,16587,921-105-1375-558,30.0,1920,1080,train
jr5mTwfFh00,12699,12847,753-160-1139-544,24.0,1920,1080,test
fWqKalpYgLo,910,1077,308-143-761-597,25.0,1920,1080,train
EEjyPqyFe_s,13713,13912,643-69-976-403,24.0,1280,720,train
87qLWFZManA,14062,14254,1061-97-1584-620,24.0,1920,1080,train
O13KwsyDqeE,16171,16305,509-65-855-412,30.0,1280,720,train
9RTkZaX1cH0,8900,9063,405-84-744-425,30.0,1280,720,train
pyFcr2WcOyo,4797,5052,1127-246-1491-610,24.0,1920,1080,train
85hbMtegrLc,10034,10202,1226-155-1655-585,24.0,1920,1080,train
BzeTjn0R2VY,23639,23997,241-21-853-633,24.0,1920,1080,train
7Lc_dlVrg5M,8739,8888,666-165-994-492,24.0,1280,720,train
yMWlkJAqKYU,3981,4196,310-96-643-428,24.0,1280,720,test
3VTsIju1dLI,14775,14964,1004-66-1565-627,24.0,1920,1080,train
FFG2rilqT2g,2775,3009,253-100-580-426,30.0,1280,720,train
08z_xW-szwM,927,1086,680-243-1076-639,30.0,1920,1080,train
xnfEBUI_YTE,9416,9588,788-132-1266-610,24.0,1920,1080,train
MO0L_LY2hRA,5613,5767,362-36-687-360,24.0,1280,720,test
UUfUAJD3qrU,40504,40818,298-31-643-375,30.0,854,480,train
yLfCCcVDUiU,13269,13521,961-337-1324-699,24.0,1920,1080,train
zamvnyBB-SU,11902,12117,1067-59-1583-574,24.0,1920,1080,train
08z_xW-szwM,17347,17580,681-262-1066-648,30.0,1920,1080,train
kvdHqS3ryw0,3070,3382,1100-107-1587-594,24.0,1920,1080,train
08z_xW-szwM,11522,11862,652-258-1040-648,30.0,1920,1080,train
GIrfNWed1Mk,8267,8503,1187-171-1676-660,24.0,1920,1080,test
_GMVTJ9ZKVc,27683,27821,586-46-951-410,30.0,1280,720,train
JTN9Nx8VYtk,10295,10606,500-41-874-415,30.0,1280,720,train
DTIjvPLkJgo,2688,2836,1161-225-1564-628,24.0,1920,1080,train
d0LQCXCiW8g,10398,10703,215-127-539-451,30.0,1280,720,train
_waBFUg_oT8,4048,4312,393-54-720-380,24.0,1280,720,train
PrK0CifulU0,11426,11573,807-75-1128-397,24.0,1280,720,train
5zWmdHmJMd0,2117,2263,291-73-813-595,24.0,1920,1080,train
87qLWFZManA,896,1040,946-61-1499-614,24.0,1920,1080,train
ieSV8-isy3M,17666,17799,973-47-1501-575,24.0,1920,1080,train
C0dmOPDLKhY,9486,9757,669-55-1235-621,30.0,1920,1080,test
rYwTA5RA9eU,9487,9908,597-106-932-441,25.0,1280,720,train
VJoQj00RZHg,5272,5797,476-93-806-423,25.0,1280,720,train
ClfBxWPkBKU,22832,23375,219-38-574-393,30.0,1280,720,train
dkmpRQdJslI,2364,3025,355-9-764-419,24.0,1280,720,train
FDhlOovaGrI,10151,10337,321-61-657-396,24.0,1280,720,test
ER0G2S9r7aE,8693,8854,687-131-1127-571,25.0,1920,1080,train
i2l9v_seHCc,6067,6252,1184-171-1615-603,24.0,1920,1080,train
4E_1AB1rsSw,3093,3391,1135-122-1579-566,24.0,1920,1080,test
uTL9tm7S1Io,1318,1487,787-55-1103-372,24.0,1280,720,train
aTfwA1TaH3Q,10853,11144,728-50-1060-383,24.0,1280,720,train
zfbigT9I0Qg,5803,6023,1218-167-1660-609,24.0,1920,1080,train
oEIYHTlbeLA,5557,5874,512-87-836-411,24.0,1280,720,train
iwUkbi4_wWo,8228,8385,1214-158-1632-576,25.0,1920,1080,train
oEIYHTlbeLA,9044,9272,464-89-790-415,24.0,1280,720,train
V1yW5IsnSjo,10827,11207,599-129-942-472,30.0,1280,720,train
501FEzbB1JI,4349,4565,266-77-629-441,30.0,1280,720,train
UMhLBPPtlrY,20936,21145,714-77-1035-397,30.0,1280,720,test
9alL95G293s,4722,4913,820-105-1369-654,25.0,1920,1080,train
iMFJef3xnmg,28457,28614,888-184-1312-608,30.0,1920,1080,train
iMFJef3xnmg,2506,3479,692-153-1190-651,30.0,1920,1080,train
9KvZy09vaNg,6030,6176,853-85-1310-542,24.0,1920,1080,train
kaU7IPlg9PA,16544,16800,1055-92-1518-556,25.0,1920,1080,train
H3ddtbeduoo,5290,5422,316-63-672-419,24.0,1280,720,train
xDKth-qS8Jk,6213,6353,1122-101-1611-590,25.0,1920,1080,train
HXbsVbFAczg,21301,21435,708-87-1009-388,24.0,1280,720,train
a63t8r70QN0,392,568,966-239-1370-643,30.0,1920,1080,train
iWHq2m_Hwhw,22482,22737,211-119-550-458,30.0,1280,720,train
cK74vhqzeeQ,9460,9807,501-62-816-378,25.0,1280,720,test
rtcrqLWZr_0,7128,7347,723-90-1209-577,24.0,1920,1080,train
xv4_L5zlYaA,10593,10795,630-172-1066-608,24.0,1920,1080,train
TLZ6W-Nqv1I,5900,6080,971-100-1425-554,25.0,1920,1080,train
LcNvkhS4UYg,16989,17205,797-166-1162-532,30.0,1920,1080,test
i2l9v_seHCc,12657,12921,1190-181-1609-601,24.0,1920,1080,train
9RTkZaX1cH0,15261,15406,304-71-668-435,30.0,1280,720,train
y1yK36RMyRE,1231,1445,374-58-871-555,24.0,1920,1080,train
kmbui1xF8DE,16549,16842,636-116-1192-672,25.0,1920,1080,train
GIrfNWed1Mk,4228,4452,1162-172-1645-656,24.0,1920,1080,test
2paoNvG5Nmo,13920,14056,850-216-1313-680,50.0,1920,1080,train
cmpu58yv8-g,500,709,712-76-1062-425,24.0,1280,720,train
ni4FV5zL6lM,6605,6736,316-48-706-438,24.0,1280,720,train
eemOZfsrKdg,5733,5891,442-137-845-542,25.0,1920,1080,train
5ErKrSyUpEo,11210,11569,288-53-843-606,24.0,1920,1080,train
PrK0CifulU0,8335,8480,753-76-1071-395,24.0,1280,720,train
kmbui1xF8DE,7707,7843,1180-199-1556-573,25.0,1920,1080,train
i2l9v_seHCc,2959,3112,1198-160-1603-566,24.0,1920,1080,train
4CGFPbFqdJ4,14496,14792,747-88-1252-593,24.0,1920,1080,train
oGlsUYGMYks,2716,2851,395-80-731-417,24.0,1280,720,train
08z_xW-szwM,3969,4398,661-251-1055-645,30.0,1920,1080,train
B43f89Y9f-A,2416,2548,781-257-1180-657,30.0,1920,1080,train
lAzQWtkPzbI,18377,18653,447-17-802-372,25.0,1280,720,train
sNQfoYm3WI0,4932,5164,1271-142-1724-595,25.0,1920,1080,train
XAcARiiK5uY,14958,15562,479-26-887-433,30.0,1280,720,train
BHY0FxzoKZE,7142,7320,323-59-849-585,24.0,1920,1080,train
9EVEmZ2c_es,12484,12858,730-48-1098-416,30.0,1280,720,train
SF9qq6vQ3Pg,9372,9571,725-143-1199-617,24.0,1920,1080,train
PJLT0cAPNfs,13758,14084,1061-165-1517-621,24.0,1920,1080,train
2Euof4PnjDk,9678,9838,769-108-1110-450,24.0,1280,720,train
GwRzjFQa_Og,917,1051,694-86-1210-603,29.97,1920,1080,train
ogCIqaCe2zI,3662,3808,999-110-1507-618,24.0,1920,1080,test
kaU7IPlg9PA,4604,4740,1138-120-1546-529,25.0,1920,1080,train
pvBlSFVmoaw,1577,1748,250-77-582-409,24.0,1280,720,train
8DDgHq9ewOo,18079,18308,956-49-1491-584,24.0,1920,1080,train
HzAtOyw6ACw,14634,14798,850-111-1389-651,24.0,1920,1080,train
cK74vhqzeeQ,6322,6591,545-56-861-372,25.0,1280,720,test
KCr8s57hdzY,405,554,639-87-1150-598,24.0,1920,1080,train
aupPrDnhrKA,5225,5367,543-127-993-577,24.0,1920,1080,train
kBBmVezBUkg,20514,20738,606-84-1080-558,30.0,1920,1080,train
5aH2Ppjpcho,2059,2228,491-128-817-454,25.0,1280,720,test
Juc_yvEkJuc,10766,10999,1118-96-1606-584,25.0,1920,1080,train
fO2htapfNhA,6421,6742,676-43-1210-576,24.0,1920,1080,train
o_U-_akINwQ,1686,1870,459-337-794-672,25.0,1920,1080,test
yhMi0tkYyT8,18774,19010,511-52-864-404,30.0,1280,720,train
KyVSuI6JyOs,5673,5871,726-68-1250-591,24.0,1920,1080,train
SF9qq6vQ3Pg,13355,13490,785-158-1227-599,24.0,1920,1080,train
DzNN_4rcIjs,18707,18889,556-63-870-377,25.0,1280,720,train
fO2htapfNhA,1457,1756,661-59-1148-548,24.0,1920,1080,train
7a5NyUITbyk,12445,12708,936-83-1461-607,24.0,1920,1080,train
_GMVTJ9ZKVc,20813,20967,280-37-658-415,30.0,1280,720,train
